League,Game,StartDate,StartTime,Player,BetLabel,SportsLine_Projection,DK_Line,Outcome1_Label,Outcome1_Odds,Outcome2_Label,Outcome2_Odds,Line2ProjDiff,Outcome1_ImpliedProbability,Outcome2_ImpliedProbability,Bet_Juice,NBA_Stat,BetSuggestion,BetResult,W/L,BetGrade
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Kyle Anderson,Assists + Rebounds,10.0,7.5,Over,-125,Under,-105,2.5,56,51.0,7.0,9.0,Over,Over,W,C
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Jarred Vanderbilt,Rebounds,8.5,11.5,Over,+100,Under,-130,3.0,50,56.0,6.0,13.0,Under,Over,L,C
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Karl-Anthony Towns,Assists + Rebounds,13.5,13.5,Over,-145,Under,+110,0.0,59,48.0,7.0,12.0,Push,Under,L,F
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Desmond Bane,Rebounds,4.6,5.5,Over,-110,Under,-120,0.9000000000000004,52,55.0,7.0,3.0,Under,Under,W,F
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Ja Morant,Rebounds,5.1,6.5,Over,+105,Under,-140,1.4000000000000004,49,58.0,7.0,8.0,Under,Over,L,D
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Kyle Anderson,Points + Assists + Rebounds,20.2,19.5,Over,-135,Under,+100,0.6999999999999993,57,50.0,7.0,15.0,Over,Under,L,F
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Karl-Anthony Towns,Points,23.2,24.5,Over,-105,Under,-130,1.3000000000000007,51,56.0,7.0,25.0,Under,Over,L,D
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Jaren Jackson Jr.,Rebounds,5.5,7.5,Over,-125,Under,-105,2.0,56,51.0,7.0,5.0,Under,Under,W,D
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Patrick Beverley,Points,8.1,7.5,Over,-145,Under,+110,0.5999999999999996,59,48.0,7.0,3.0,Over,Under,L,F
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Patrick Beverley,Points + Rebounds,12.3,11.5,Over,-115,Under,-115,0.8000000000000007,53,53.0,6.0,11.0,Over,Under,L,F
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Karl-Anthony Towns,Rebounds,9.7,9.5,Over,-110,Under,-120,0.1999999999999993,52,55.0,7.0,9.0,Over,Under,L,F
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Desmond Bane,Points,16.6,18.5,Over,-135,Under,+100,1.8999999999999986,57,50.0,7.0,21.0,Under,Over,L,D
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Karl-Anthony Towns,Points + Assists + Rebounds,36.7,38.5,Over,-110,Under,-120,1.7999999999999972,52,55.0,7.0,37.0,Under,Under,W,D
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Desmond Bane,Points + Assists + Rebounds,23.700000000000003,27.5,Over,-105,Under,-130,3.799999999999997,51,56.0,7.0,26.0,Under,Under,W,C
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Karl-Anthony Towns,Assists,3.8,4.5,Over,+100,Under,-130,0.7000000000000002,50,56.0,6.0,3.0,Under,Under,W,F
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Jaren Jackson Jr.,Points + Assists + Rebounds,24.299999999999997,26.5,Over,-135,Under,+105,2.200000000000003,57,49.0,6.0,26.0,Under,Under,W,C
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Jarred Vanderbilt,Points + Rebounds,14.5,21.5,Over,-140,Under,+105,7.0,58,49.0,7.0,21.0,Under,Under,W,A
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Jarred Vanderbilt,Points + Assists + Rebounds,15.9,23.5,Over,+100,Under,-130,7.6,50,56.0,6.0,21.0,Under,Under,W,A
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Patrick Beverley,Points + Assists + Rebounds,16.3,18.5,Over,-105,Under,-130,2.1999999999999993,51,56.0,7.0,17.0,Under,Under,W,C
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Desmond Bane,Assists + Rebounds,7.1,8.5,Over,+110,Under,-145,1.4000000000000004,48,59.0,7.0,5.0,Under,Under,W,D
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Karl-Anthony Towns,Points + Rebounds,32.9,33.5,Over,-125,Under,-105,0.6000000000000014,56,51.0,7.0,34.0,Under,Over,L,F
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Jaren Jackson Jr.,Points + Assists,18.799999999999997,19.5,Over,+100,Under,-130,0.7000000000000028,50,56.0,6.0,21.0,Under,Over,L,F
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Desmond Bane,Points + Assists,19.1,21.5,Over,-120,Under,-110,2.3999999999999986,55,52.0,7.0,23.0,Under,Over,L,C
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Desmond Bane,Points + Rebounds,21.200000000000003,24.5,Over,-120,Under,-110,3.299999999999997,55,52.0,7.0,24.0,Under,Under,W,C
NBA,MIN Timberwolves @ MEM Grizzlies,"Thu, Jan 13",08:10 PM,Desmond Bane,Assists,2.5,2.5,Over,-120,Under,-110,0.0,55,52.0,7.0,2.0,Push,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Reggie Jackson,Points,16.5,14.5,Over,-120,Under,-110,2.0,55,52.0,7.0,5.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Reggie Jackson,Assists,4.5,4.5,Over,-120,Under,-110,0.0,55,52.0,7.0,3.0,Push,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Reggie Jackson,Points + Assists,21.0,19.5,Over,-110,Under,-120,1.5,52,55.0,7.0,8.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Reggie Jackson,Rebounds,2.9,3.5,Over,-135,Under,+105,0.6000000000000001,57,49.0,6.0,6.0,Under,Over,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Reggie Jackson,Points + Rebounds,19.4,18.5,Over,-110,Under,-120,0.8999999999999986,52,55.0,7.0,11.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Reggie Jackson,Points + Assists + Rebounds,23.9,23.5,Over,+100,Under,-130,0.3999999999999986,50,56.0,6.0,14.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Reggie Jackson,Assists + Rebounds,7.4,8.5,Over,-105,Under,-125,1.0999999999999996,51,56.0,7.0,9.0,Under,Over,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Terance Mann,Points + Assists + Rebounds,18.7,16.5,Over,-125,Under,-105,2.1999999999999993,56,51.0,7.0,20.0,Over,Over,W,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Terance Mann,Points + Rebounds,15.9,14.5,Over,-120,Under,-110,1.4000000000000004,55,52.0,7.0,19.0,Over,Over,W,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Terance Mann,Rebounds,4.5,4.5,Over,+115,Under,-150,0.0,47,60.0,7.0,4.0,Push,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Garrett Temple,Assists + Rebounds,4.6,3.5,Over,-120,Under,-110,1.0999999999999996,55,52.0,7.0,0.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nicolas Batum,Points + Rebounds,14.0,12.5,Over,+110,Under,-145,1.5,48,59.0,7.0,10.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nicolas Batum,Assists + Rebounds,7.4,7.5,Over,+100,Under,-135,0.09999999999999964,50,57.0,7.0,4.0,Under,Under,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Eric Bledsoe,Assists + Rebounds,7.3,6.5,Over,-125,Under,-105,0.7999999999999998,56,51.0,7.0,3.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nickeil Alexander-Walker,Points + Rebounds,15.9,13.5,Over,-115,Under,-115,2.4000000000000004,53,53.0,6.0,6.0,Over,Under,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Josh Hart,Points,10.8,14.5,Over,-110,Under,-120,3.6999999999999993,52,55.0,7.0,12.0,Under,Under,W,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Josh Hart,Assists,2.9,4.5,Over,-155,Under,+115,1.6,61,47.0,8.0,3.0,Under,Under,W,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Terance Mann,Points + Assists,14.2,12.5,Over,-110,Under,-120,1.6999999999999993,52,55.0,7.0,16.0,Over,Over,W,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Garrett Temple,Rebounds,3.1,2.5,Over,+115,Under,-150,0.6000000000000001,47,60.0,7.0,0.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Garrett Temple,Assists,1.5,1.5,Over,+145,Under,-195,0.0,41,66.0,7.0,0.0,Push,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Terance Mann,Points,11.4,10.5,Over,-105,Under,-130,0.9000000000000004,51,56.0,7.0,15.0,Over,Over,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Eric Bledsoe,Points + Rebounds,14.2,12.5,Over,-115,Under,-115,1.6999999999999993,53,53.0,6.0,4.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Terance Mann,Assists + Rebounds,7.3,6.5,Over,+100,Under,-130,0.7999999999999998,50,56.0,6.0,5.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Brandon Ingram,Points,20.5,24.5,Over,-105,Under,-125,4.0,51,56.0,7.0,24.0,Under,Under,W,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Josh Hart,Rebounds,7.4,7.5,Over,-130,Under,+100,0.09999999999999964,56,50.0,6.0,5.0,Under,Under,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jaxson Hayes,Rebounds,4.1,3.5,Over,-165,Under,+125,0.5999999999999996,62,44.0,6.0,4.0,Over,Over,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Brandon Ingram,Assists,4.2,4.5,Over,+105,Under,-135,0.2999999999999998,49,57.0,6.0,6.0,Under,Over,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Eric Bledsoe,Assists,4.3,3.5,Over,-150,Under,+115,0.7999999999999998,60,47.0,7.0,2.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Garrett Temple,Points + Assists + Rebounds,11.799999999999999,8.5,Over,-120,Under,-110,3.299999999999999,55,52.0,7.0,3.0,Over,Under,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nickeil Alexander-Walker,Points,12.4,10.5,Over,-130,Under,+100,1.9000000000000004,56,50.0,6.0,6.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nicolas Batum,Rebounds,4.7,5.5,Over,-125,Under,-105,0.7999999999999998,56,51.0,7.0,4.0,Under,Under,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Josh Hart,Points + Assists + Rebounds,21.1,27.5,Over,-105,Under,-130,6.399999999999999,51,56.0,7.0,20.0,Under,Under,W,A
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nickeil Alexander-Walker,Points + Assists,15.0,12.5,Over,-140,Under,+105,2.5,58,49.0,7.0,6.0,Over,Under,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Josh Hart,Assists + Rebounds,10.3,12.5,Over,-130,Under,+100,2.1999999999999993,56,50.0,6.0,8.0,Under,Under,W,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Garrett Temple,Points + Rebounds,10.3,7.5,Over,+100,Under,-135,2.8000000000000007,50,57.0,7.0,3.0,Over,Under,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Terance Mann,Assists,2.8,1.5,Over,-200,Under,+145,1.2999999999999998,67,41.0,8.0,1.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Eric Bledsoe,Points + Assists,15.5,13.5,Over,-125,Under,-105,2.0,56,51.0,7.0,5.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jaxson Hayes,Assists + Rebounds,4.6,4.5,Over,-115,Under,-115,0.09999999999999964,53,53.0,6.0,4.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jonas Valanciunas,Points,15.8,20.5,Over,-130,Under,-105,4.699999999999999,56,51.0,7.0,18.0,Under,Under,W,B
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nicolas Batum,Points,9.3,6.5,Over,-105,Under,-125,2.8000000000000007,51,56.0,7.0,6.0,Over,Under,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jaxson Hayes,Points + Assists,7.2,7.5,Over,+115,Under,-150,0.2999999999999998,47,60.0,7.0,13.0,Under,Over,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Herbert Jones,Points + Assists,10.9,12.5,Over,-105,Under,-125,1.5999999999999996,51,56.0,7.0,17.0,Under,Over,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Serge Ibaka,Points,9.0,6.5,Over,-125,Under,-105,2.5,56,51.0,7.0,10.0,Over,Over,W,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Eric Bledsoe,Points,11.2,9.5,Over,-125,Under,-105,1.6999999999999993,56,51.0,7.0,3.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Josh Hart,Points + Assists,13.700000000000001,19.5,Over,-105,Under,-125,5.799999999999999,51,56.0,7.0,15.0,Under,Under,W,B
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Garrett Temple,Points + Assists,8.7,6.5,Over,+110,Under,-145,2.1999999999999993,48,59.0,7.0,3.0,Over,Under,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Herbert Jones,Rebounds,4.1,5.5,Over,+110,Under,-145,1.4000000000000004,48,59.0,7.0,6.0,Under,Over,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nicolas Batum,Assists,2.7,1.5,Over,-115,Under,-115,1.2000000000000002,53,53.0,6.0,0.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jaxson Hayes,Points,6.7,6.5,Over,-115,Under,-115,0.20000000000000018,53,53.0,6.0,13.0,Over,Over,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Serge Ibaka,Rebounds,4.4,3.5,Over,-155,Under,+115,0.9000000000000004,61,47.0,8.0,6.0,Over,Over,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Herbert Jones,Points + Rebounds,13.2,14.5,Over,-135,Under,+100,1.3000000000000007,57,50.0,7.0,20.0,Under,Over,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Eric Bledsoe,Rebounds,3.0,2.5,Over,-130,Under,-105,0.5,56,51.0,7.0,1.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Brandon Ingram,Points + Assists,24.7,28.5,Over,-120,Under,-110,3.8000000000000007,55,52.0,7.0,30.0,Under,Over,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Serge Ibaka,Points + Rebounds,13.4,10.5,Over,-125,Under,-105,2.9000000000000004,56,51.0,7.0,16.0,Over,Over,W,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Brandon Ingram,Points + Assists + Rebounds,30.6,34.5,Over,-115,Under,-115,3.8999999999999986,53,53.0,6.0,35.0,Under,Over,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nicolas Batum,Points + Assists,12.0,7.5,Over,-155,Under,+115,4.5,61,47.0,8.0,6.0,Over,Under,L,B
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jonas Valanciunas,Assists + Rebounds,14.200000000000001,16.5,Over,-125,Under,-105,2.299999999999999,56,51.0,7.0,16.0,Under,Under,W,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jonas Valanciunas,Points + Assists,17.7,22.5,Over,-135,Under,+105,4.800000000000001,57,49.0,6.0,18.0,Under,Under,W,B
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nickeil Alexander-Walker,Rebounds,3.5,2.5,Over,-125,Under,-105,1.0,56,51.0,7.0,0.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Brandon Ingram,Assists + Rebounds,10.100000000000001,10.5,Over,+105,Under,-140,0.3999999999999986,49,58.0,7.0,11.0,Under,Over,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Brandon Ingram,Rebounds,5.9,5.5,Over,-130,Under,-105,0.40000000000000036,56,51.0,7.0,5.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Brandon Ingram,Points + Rebounds,26.4,30.5,Over,+100,Under,-135,4.100000000000001,50,57.0,7.0,29.0,Under,Under,W,B
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nicolas Batum,Points + Assists + Rebounds,16.7,13.5,Over,-130,Under,-105,3.1999999999999993,56,51.0,7.0,10.0,Over,Under,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nickeil Alexander-Walker,Points + Assists + Rebounds,18.5,15.5,Over,-125,Under,-105,3.0,56,51.0,7.0,6.0,Over,Under,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jonas Valanciunas,Points + Assists + Rebounds,30.0,37.5,Over,-120,Under,-110,7.5,55,52.0,7.0,34.0,Under,Under,W,A
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nickeil Alexander-Walker,Assists + Rebounds,6.1,4.5,Over,-140,Under,+105,1.5999999999999996,58,49.0,7.0,0.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Serge Ibaka,Assists,1.2,1.5,Over,+150,Under,-200,0.30000000000000004,40,67.0,7.0,0.0,Under,Under,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jaxson Hayes,Points + Rebounds,10.8,10.5,Over,-120,Under,-110,0.3000000000000007,55,52.0,7.0,17.0,Over,Over,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Herbert Jones,Assists,1.8,2.5,Over,-135,Under,+105,0.7,57,49.0,6.0,3.0,Under,Over,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Herbert Jones,Points,9.1,9.5,Over,-120,Under,-110,0.40000000000000036,55,52.0,7.0,14.0,Under,Over,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jaxson Hayes,Points + Assists + Rebounds,11.3,11.5,Over,+100,Under,-135,0.1999999999999993,50,57.0,7.0,17.0,Under,Over,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jonas Valanciunas,Assists,1.9,1.5,Over,-205,Under,+150,0.3999999999999999,67,40.0,7.0,0.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jonas Valanciunas,Points + Rebounds,28.1,35.5,Over,-115,Under,-115,7.399999999999999,53,53.0,6.0,34.0,Under,Under,W,A
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Ivica Zubac,Points,8.1,8.5,Over,-125,Under,-105,0.40000000000000036,56,51.0,7.0,6.0,Under,Under,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Nickeil Alexander-Walker,Assists,2.6,2.5,Over,+150,Under,-200,0.10000000000000009,40,67.0,7.0,0.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Jonas Valanciunas,Rebounds,12.3,14.5,Over,-115,Under,-115,2.1999999999999993,53,53.0,6.0,16.0,Under,Over,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Serge Ibaka,Assists + Rebounds,5.6000000000000005,5.5,Over,+110,Under,-150,0.10000000000000053,48,60.0,8.0,6.0,Over,Over,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Herbert Jones,Points + Assists + Rebounds,15.0,17.5,Over,-125,Under,-105,2.5,56,51.0,7.0,23.0,Under,Over,L,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Serge Ibaka,Points + Assists + Rebounds,14.6,11.5,Over,-140,Under,+105,3.0999999999999996,58,49.0,7.0,16.0,Over,Over,W,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Ivica Zubac,Points + Rebounds,14.1,14.5,Over,-125,Under,-110,0.40000000000000036,56,52.0,8.0,11.0,Under,Under,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Eric Bledsoe,Points + Assists + Rebounds,18.5,16.5,Over,-115,Under,-115,2.0,53,53.0,6.0,6.0,Over,Under,L,D
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Ivica Zubac,Points + Assists,9.299999999999999,9.5,Over,-110,Under,-120,0.20000000000000107,52,55.0,7.0,7.0,Under,Under,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Josh Hart,Points + Rebounds,18.200000000000003,22.5,Over,+100,Under,-130,4.299999999999997,50,56.0,6.0,17.0,Under,Under,W,B
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Ivica Zubac,Assists + Rebounds,7.2,6.5,Over,-125,Under,-105,0.7000000000000002,56,51.0,7.0,6.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Ivica Zubac,Points + Assists + Rebounds,15.299999999999999,15.5,Over,-115,Under,-115,0.20000000000000107,53,53.0,6.0,12.0,Under,Under,W,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Serge Ibaka,Points + Assists,10.2,7.5,Over,-145,Under,+110,2.6999999999999993,59,48.0,7.0,10.0,Over,Over,W,C
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Ivica Zubac,Rebounds,6.0,5.5,Over,-145,Under,+110,0.5,59,48.0,7.0,5.0,Over,Under,L,F
NBA,LA Clippers @ NO Pelicans,"Thu, Jan 13",08:10 PM,Herbert Jones,Assists + Rebounds,5.8999999999999995,7.5,Over,-160,Under,+120,1.6000000000000005,62,45.0,7.0,9.0,Under,Over,L,D
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Jeremiah Robinson-Earl,Points + Assists,7.5,9.5,Over,-120,Under,-115,2.0,55,53.0,8.0,2.0,Under,Under,W,D
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Jeremiah Robinson-Earl,Assists + Rebounds,5.5,7.5,Over,+105,Under,-140,2.0,49,58.0,7.0,6.0,Under,Under,W,D
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Jeremiah Robinson-Earl,Points + Rebounds,11.6,14.5,Over,-115,Under,-120,2.9000000000000004,53,55.0,8.0,4.0,Under,Under,W,C
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Shai Gilgeous-Alexander,Points + Rebounds,23.1,27.5,Over,-125,Under,-110,4.399999999999999,56,52.0,8.0,43.0,Under,Over,L,B
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Shai Gilgeous-Alexander,Points + Assists,23.3,28.5,Over,-110,Under,-120,5.199999999999999,52,55.0,7.0,42.0,Under,Over,L,B
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Shai Gilgeous-Alexander,Assists + Rebounds,8.399999999999999,10.5,Over,+100,Under,-135,2.1000000000000014,50,57.0,7.0,19.0,Under,Over,L,C
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Josh Giddey,Assists + Rebounds,12.2,13.5,Over,-140,Under,+100,1.3000000000000007,58,50.0,8.0,10.0,Under,Under,W,D
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Josh Giddey,Points + Rebounds,17.1,20.5,Over,-125,Under,-110,3.3999999999999986,56,52.0,8.0,22.0,Under,Over,L,C
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Josh Giddey,Points + Assists,16.1,20.5,Over,-110,Under,-125,4.399999999999999,52,56.0,8.0,26.0,Under,Over,L,B
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Aaron Wiggins,Points + Assists,10.600000000000001,9.5,Over,-130,Under,-105,1.1000000000000014,56,51.0,7.0,11.0,Over,Over,W,D
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Aaron Wiggins,Assists + Rebounds,5.2,4.5,Over,-155,Under,+115,0.7000000000000002,61,47.0,8.0,8.0,Over,Over,W,F
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,Aaron Wiggins,Points + Rebounds,13.200000000000001,12.5,Over,-125,Under,-110,0.7000000000000011,56,52.0,8.0,15.0,Over,Over,W,F
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,James Harden,Points + Rebounds,34.3,37.5,Over,-120,Under,-110,3.200000000000003,55,52.0,7.0,33.0,Under,Under,W,C
NBA,OKC Thunder @ BKN Nets,"Thu, Jan 13",08:40 PM,James Harden,Points + Assists,36.0,41.5,Over,-110,Under,-120,5.5,52,55.0,7.0,35.0,Under,Under,W,B
